source_id,relationship,target_id,source,confidence
P001,CALLED,P006,call_records_synthetic,1.0
P001,CALLED,P006,call_records_synthetic,1.0
P001,CALLED,P006,call_records_synthetic,1.0
P001,CALLED,P006,call_records_synthetic,1.0
P001,CALLED,P006,call_records_synthetic,1.0
P001,CALLED,P008,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P019,CALLED,P076,call_records_synthetic,1.0
P078,CALLED,P076,call_records_synthetic,1.0
P078,CALLED,P076,call_records_synthetic,1.0
P078,CALLED,P076,call_records_synthetic,1.0
P078,CALLED,P076,call_records_synthetic,1.0
P078,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P011,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P017,CALLED,P012,call_records_synthetic,1.0
P022,CALLED,P012,call_records_synthetic,1.0
P016,CALLED,P012,call_records_synthetic,1.0
P016,CALLED,P012,call_records_synthetic,1.0
P016,CALLED,P012,call_records_synthetic,1.0
P016,CALLED,P012,call_records_synthetic,1.0
P075,CALLED,P012,call_records_synthetic,1.0
P001,CALLED,P014,call_records_synthetic,1.0
P001,CALLED,P014,call_records_synthetic,1.0
P001,CALLED,P019,call_records_synthetic,1.0
P001,CALLED,P019,call_records_synthetic,1.0
P001,CALLED,P019,call_records_synthetic,1.0
P001,CALLED,P019,call_records_synthetic,1.0
P003,CALLED,P019,call_records_synthetic,1.0
P076,CALLED,P019,call_records_synthetic,1.0
P077,CALLED,P019,call_records_synthetic,1.0
P076,CALLED,P078,call_records_synthetic,1.0
P076,CALLED,P078,call_records_synthetic,1.0
P076,CALLED,P078,call_records_synthetic,1.0
P076,CALLED,P078,call_records_synthetic,1.0
P076,CALLED,P078,call_records_synthetic,1.0
P079,CALLED,P078,call_records_synthetic,1.0
P079,CALLED,P078,call_records_synthetic,1.0
P079,CALLED,P078,call_records_synthetic,1.0
P001,CALLED,P077,call_records_synthetic,1.0
P001,CALLED,P077,call_records_synthetic,1.0
P001,CALLED,P077,call_records_synthetic,1.0
P001,CALLED,P077,call_records_synthetic,1.0
P001,CALLED,P077,call_records_synthetic,1.0
P003,CALLED,P077,call_records_synthetic,1.0
P003,CALLED,P077,call_records_synthetic,1.0
P001,CALLED,P087,call_records_synthetic,1.0
P001,CALLED,P087,call_records_synthetic,1.0
P011,CALLED,P020,call_records_synthetic,1.0
P011,CALLED,P020,call_records_synthetic,1.0
P011,CALLED,P020,call_records_synthetic,1.0
P011,CALLED,P020,call_records_synthetic,1.0
P011,CALLED,P020,call_records_synthetic,1.0
P012,CALLED,P022,call_records_synthetic,1.0
P003,CALLED,P074,call_records_synthetic,1.0
P003,CALLED,P074,call_records_synthetic,1.0
P003,CALLED,P074,call_records_synthetic,1.0
P076,CALLED,P079,call_records_synthetic,1.0
P078,CALLED,P079,call_records_synthetic,1.0
P076,CALLED,P061,call_records_synthetic,1.0
P076,CALLED,P061,call_records_synthetic,1.0
P001,CALLED,P028,call_records_synthetic,1.0
P001,CALLED,P081,call_records_synthetic,1.0
P087,CALLED,P081,call_records_synthetic,1.0
P087,CALLED,P081,call_records_synthetic,1.0
P004,CALLED,P001,call_records_synthetic,1.0
P003,CALLED,P001,call_records_synthetic,1.0
P003,CALLED,P001,call_records_synthetic,1.0
P003,CALLED,P001,call_records_synthetic,1.0
P003,CALLED,P001,call_records_synthetic,1.0
P003,CALLED,P001,call_records_synthetic,1.0
P085,CALLED,P001,call_records_synthetic,1.0
P002,CALLED,P001,call_records_synthetic,1.0
P002,CALLED,P001,call_records_synthetic,1.0
P006,CALLED,P001,call_records_synthetic,1.0
P076,CALLED,P001,call_records_synthetic,1.0
P014,CALLED,P001,call_records_synthetic,1.0
P019,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P028,CALLED,P001,call_records_synthetic,1.0
P001,CALLED,P004,call_records_synthetic,1.0
P001,CALLED,P004,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P085,CALLED,P003,call_records_synthetic,1.0
P085,CALLED,P003,call_records_synthetic,1.0
P085,CALLED,P003,call_records_synthetic,1.0
P085,CALLED,P003,call_records_synthetic,1.0
P085,CALLED,P003,call_records_synthetic,1.0
P002,CALLED,P003,call_records_synthetic,1.0
P076,CALLED,P003,call_records_synthetic,1.0
P011,CALLED,P003,call_records_synthetic,1.0
P014,CALLED,P003,call_records_synthetic,1.0
P087,CALLED,P003,call_records_synthetic,1.0
P022,CALLED,P003,call_records_synthetic,1.0
P022,CALLED,P003,call_records_synthetic,1.0
P022,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P003,CALLED,P085,call_records_synthetic,1.0
P003,CALLED,P085,call_records_synthetic,1.0
P003,CALLED,P085,call_records_synthetic,1.0
P003,CALLED,P085,call_records_synthetic,1.0
P003,CALLED,P086,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P034,CALLED,P002,call_records_synthetic,1.0
P001,CALLED,P008,call_records_synthetic,1.0
P001,CALLED,P008,call_records_synthetic,1.0
P003,CALLED,P008,call_records_synthetic,1.0
P003,CALLED,P008,call_records_synthetic,1.0
P003,CALLED,P008,call_records_synthetic,1.0
P003,CALLED,P008,call_records_synthetic,1.0
P003,CALLED,P008,call_records_synthetic,1.0
P085,CALLED,P008,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P078,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P009,call_records_synthetic,1.0
P087,CALLED,P009,call_records_synthetic,1.0
P003,CALLED,P034,call_records_synthetic,1.0
P003,CALLED,P034,call_records_synthetic,1.0
P002,CALLED,P034,call_records_synthetic,1.0
P002,CALLED,P035,call_records_synthetic,1.0
P001,CALLED,P011,call_records_synthetic,1.0
P001,CALLED,P011,call_records_synthetic,1.0
P001,CALLED,P011,call_records_synthetic,1.0
P001,CALLED,P011,call_records_synthetic,1.0
P001,CALLED,P011,call_records_synthetic,1.0
P001,CALLED,P084,call_records_synthetic,1.0
P012,CALLED,P013,call_records_synthetic,1.0
P014,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P017,CALLED,P012,call_records_synthetic,1.0
P017,CALLED,P012,call_records_synthetic,1.0
P017,CALLED,P012,call_records_synthetic,1.0
P017,CALLED,P012,call_records_synthetic,1.0
P017,CALLED,P012,call_records_synthetic,1.0
P025,CALLED,P012,call_records_synthetic,1.0
P025,CALLED,P012,call_records_synthetic,1.0
P025,CALLED,P012,call_records_synthetic,1.0
P016,CALLED,P012,call_records_synthetic,1.0
P016,CALLED,P012,call_records_synthetic,1.0
P016,CALLED,P012,call_records_synthetic,1.0
P016,CALLED,P012,call_records_synthetic,1.0
P016,CALLED,P012,call_records_synthetic,1.0
P023,CALLED,P012,call_records_synthetic,1.0
P023,CALLED,P012,call_records_synthetic,1.0
P023,CALLED,P012,call_records_synthetic,1.0
P023,CALLED,P012,call_records_synthetic,1.0
P023,CALLED,P012,call_records_synthetic,1.0
P033,CALLED,P012,call_records_synthetic,1.0
P080,CALLED,P012,call_records_synthetic,1.0
P001,CALLED,P014,call_records_synthetic,1.0
P003,CALLED,P014,call_records_synthetic,1.0
P012,CALLED,P014,call_records_synthetic,1.0
P012,CALLED,P014,call_records_synthetic,1.0
P012,CALLED,P014,call_records_synthetic,1.0
P012,CALLED,P014,call_records_synthetic,1.0
P012,CALLED,P014,call_records_synthetic,1.0
P001,CALLED,P082,call_records_synthetic,1.0
P001,CALLED,P082,call_records_synthetic,1.0
P001,CALLED,P082,call_records_synthetic,1.0
P001,CALLED,P082,call_records_synthetic,1.0
P001,CALLED,P082,call_records_synthetic,1.0
P003,CALLED,P082,call_records_synthetic,1.0
P001,CALLED,P019,call_records_synthetic,1.0
P001,CALLED,P019,call_records_synthetic,1.0
P001,CALLED,P019,call_records_synthetic,1.0
P076,CALLED,P019,call_records_synthetic,1.0
P076,CALLED,P019,call_records_synthetic,1.0
P076,CALLED,P019,call_records_synthetic,1.0
P001,CALLED,P077,call_records_synthetic,1.0
P001,CALLED,P077,call_records_synthetic,1.0
P001,CALLED,P077,call_records_synthetic,1.0
P001,CALLED,P077,call_records_synthetic,1.0
P001,CALLED,P077,call_records_synthetic,1.0
P001,CALLED,P087,call_records_synthetic,1.0
P001,CALLED,P087,call_records_synthetic,1.0
P001,CALLED,P087,call_records_synthetic,1.0
P001,CALLED,P087,call_records_synthetic,1.0
P001,CALLED,P087,call_records_synthetic,1.0
P003,CALLED,P087,call_records_synthetic,1.0
P003,CALLED,P087,call_records_synthetic,1.0
P003,CALLED,P087,call_records_synthetic,1.0
P038,CALLED,P087,call_records_synthetic,1.0
P037,CALLED,P087,call_records_synthetic,1.0
P037,CALLED,P087,call_records_synthetic,1.0
P001,CALLED,P020,call_records_synthetic,1.0
P001,CALLED,P020,call_records_synthetic,1.0
P001,CALLED,P020,call_records_synthetic,1.0
P001,CALLED,P020,call_records_synthetic,1.0
P001,CALLED,P020,call_records_synthetic,1.0
P086,CALLED,P020,call_records_synthetic,1.0
P012,CALLED,P022,call_records_synthetic,1.0
P012,CALLED,P022,call_records_synthetic,1.0
P012,CALLED,P022,call_records_synthetic,1.0
P001,CALLED,P028,call_records_synthetic,1.0
P001,CALLED,P028,call_records_synthetic,1.0
P001,CALLED,P028,call_records_synthetic,1.0
P001,CALLED,P081,call_records_synthetic,1.0
P001,CALLED,P081,call_records_synthetic,1.0
P087,CALLED,P081,call_records_synthetic,1.0
P087,CALLED,P081,call_records_synthetic,1.0
P087,CALLED,P081,call_records_synthetic,1.0
P087,CALLED,P081,call_records_synthetic,1.0
P001,CALLED,P067,call_records_synthetic,1.0
P001,CALLED,P067,call_records_synthetic,1.0
P001,CALLED,P067,call_records_synthetic,1.0
P087,CALLED,P038,call_records_synthetic,1.0
P076,CALLED,P073,call_records_synthetic,1.0
P087,CALLED,P073,call_records_synthetic,1.0
P087,CALLED,P039,call_records_synthetic,1.0
P087,CALLED,P039,call_records_synthetic,1.0
P087,CALLED,P039,call_records_synthetic,1.0
P087,CALLED,P039,call_records_synthetic,1.0
P087,CALLED,P039,call_records_synthetic,1.0
P076,CALLED,P059,call_records_synthetic,1.0
P076,CALLED,P059,call_records_synthetic,1.0
P076,CALLED,P059,call_records_synthetic,1.0
P003,CALLED,P037,call_records_synthetic,1.0
P003,CALLED,P037,call_records_synthetic,1.0
P003,CALLED,P037,call_records_synthetic,1.0
P003,CALLED,P037,call_records_synthetic,1.0
P003,CALLED,P037,call_records_synthetic,1.0
P087,CALLED,P037,call_records_synthetic,1.0
P087,CALLED,P037,call_records_synthetic,1.0
P087,CALLED,P037,call_records_synthetic,1.0
P087,CALLED,P037,call_records_synthetic,1.0
P012,CALLED,P023,call_records_synthetic,1.0
P087,CALLED,P091,call_records_synthetic,1.0
P087,CALLED,P091,call_records_synthetic,1.0
P087,CALLED,P091,call_records_synthetic,1.0
P011,CALLED,P036,call_records_synthetic,1.0
P011,CALLED,P036,call_records_synthetic,1.0
P011,CALLED,P036,call_records_synthetic,1.0
P003,CALLED,P001,call_records_synthetic,1.0
P085,CALLED,P001,call_records_synthetic,1.0
P085,CALLED,P001,call_records_synthetic,1.0
P085,CALLED,P001,call_records_synthetic,1.0
P085,CALLED,P001,call_records_synthetic,1.0
P008,CALLED,P001,call_records_synthetic,1.0
P008,CALLED,P001,call_records_synthetic,1.0
P082,CALLED,P001,call_records_synthetic,1.0
P082,CALLED,P001,call_records_synthetic,1.0
P082,CALLED,P001,call_records_synthetic,1.0
P082,CALLED,P001,call_records_synthetic,1.0
P082,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P003,CALLED,P089,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P085,CALLED,P003,call_records_synthetic,1.0
P085,CALLED,P003,call_records_synthetic,1.0
P085,CALLED,P003,call_records_synthetic,1.0
P085,CALLED,P003,call_records_synthetic,1.0
P085,CALLED,P003,call_records_synthetic,1.0
P008,CALLED,P003,call_records_synthetic,1.0
P076,CALLED,P003,call_records_synthetic,1.0
P012,CALLED,P003,call_records_synthetic,1.0
P087,CALLED,P003,call_records_synthetic,1.0
P087,CALLED,P003,call_records_synthetic,1.0
P087,CALLED,P003,call_records_synthetic,1.0
P087,CALLED,P003,call_records_synthetic,1.0
P087,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P003,CALLED,P085,call_records_synthetic,1.0
P003,CALLED,P085,call_records_synthetic,1.0
P003,CALLED,P085,call_records_synthetic,1.0
P003,CALLED,P085,call_records_synthetic,1.0
P003,CALLED,P085,call_records_synthetic,1.0
P088,CALLED,P085,call_records_synthetic,1.0
P003,CALLED,P090,call_records_synthetic,1.0
P003,CALLED,P002,call_records_synthetic,1.0
P003,CALLED,P007,call_records_synthetic,1.0
P001,CALLED,P006,call_records_synthetic,1.0
P001,CALLED,P008,call_records_synthetic,1.0
P003,CALLED,P008,call_records_synthetic,1.0
P003,CALLED,P008,call_records_synthetic,1.0
P003,CALLED,P008,call_records_synthetic,1.0
P003,CALLED,P008,call_records_synthetic,1.0
P003,CALLED,P008,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P003,CALLED,P076,call_records_synthetic,1.0
P003,CALLED,P076,call_records_synthetic,1.0
P003,CALLED,P076,call_records_synthetic,1.0
P078,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P011,call_records_synthetic,1.0
P012,CALLED,P013,call_records_synthetic,1.0
P012,CALLED,P013,call_records_synthetic,1.0
P003,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P017,CALLED,P012,call_records_synthetic,1.0
P017,CALLED,P012,call_records_synthetic,1.0
P016,CALLED,P012,call_records_synthetic,1.0
P016,CALLED,P012,call_records_synthetic,1.0
P016,CALLED,P012,call_records_synthetic,1.0
P016,CALLED,P012,call_records_synthetic,1.0
P016,CALLED,P012,call_records_synthetic,1.0
P029,CALLED,P012,call_records_synthetic,1.0
P012,CALLED,P014,call_records_synthetic,1.0
P012,CALLED,P014,call_records_synthetic,1.0
P012,CALLED,P014,call_records_synthetic,1.0
P012,CALLED,P014,call_records_synthetic,1.0
P012,CALLED,P014,call_records_synthetic,1.0
P012,CALLED,P017,call_records_synthetic,1.0
P012,CALLED,P017,call_records_synthetic,1.0
P012,CALLED,P017,call_records_synthetic,1.0
P012,CALLED,P017,call_records_synthetic,1.0
P001,CALLED,P082,call_records_synthetic,1.0
P001,CALLED,P082,call_records_synthetic,1.0
P001,CALLED,P082,call_records_synthetic,1.0
P001,CALLED,P082,call_records_synthetic,1.0
P001,CALLED,P082,call_records_synthetic,1.0
P003,CALLED,P082,call_records_synthetic,1.0
P003,CALLED,P082,call_records_synthetic,1.0
P087,CALLED,P082,call_records_synthetic,1.0
P087,CALLED,P082,call_records_synthetic,1.0
P087,CALLED,P082,call_records_synthetic,1.0
P087,CALLED,P082,call_records_synthetic,1.0
P087,CALLED,P082,call_records_synthetic,1.0
P046,CALLED,P082,call_records_synthetic,1.0
P046,CALLED,P082,call_records_synthetic,1.0
P046,CALLED,P082,call_records_synthetic,1.0
P046,CALLED,P082,call_records_synthetic,1.0
P046,CALLED,P082,call_records_synthetic,1.0
P079,CALLED,P078,call_records_synthetic,1.0
P001,CALLED,P087,call_records_synthetic,1.0
P001,CALLED,P087,call_records_synthetic,1.0
P001,CALLED,P087,call_records_synthetic,1.0
P001,CALLED,P087,call_records_synthetic,1.0
P001,CALLED,P087,call_records_synthetic,1.0
P003,CALLED,P087,call_records_synthetic,1.0
P003,CALLED,P087,call_records_synthetic,1.0
P003,CALLED,P087,call_records_synthetic,1.0
P003,CALLED,P087,call_records_synthetic,1.0
P003,CALLED,P087,call_records_synthetic,1.0
P076,CALLED,P087,call_records_synthetic,1.0
P082,CALLED,P087,call_records_synthetic,1.0
P081,CALLED,P087,call_records_synthetic,1.0
P007,CALLED,P079,call_records_synthetic,1.0
P012,CALLED,P016,call_records_synthetic,1.0
P012,CALLED,P016,call_records_synthetic,1.0
P012,CALLED,P016,call_records_synthetic,1.0
P012,CALLED,P016,call_records_synthetic,1.0
P012,CALLED,P016,call_records_synthetic,1.0
P087,CALLED,P081,call_records_synthetic,1.0
P087,CALLED,P081,call_records_synthetic,1.0
P087,CALLED,P081,call_records_synthetic,1.0
P087,CALLED,P081,call_records_synthetic,1.0
P087,CALLED,P081,call_records_synthetic,1.0
P076,CALLED,P059,call_records_synthetic,1.0
P087,CALLED,P037,call_records_synthetic,1.0
P087,CALLED,P037,call_records_synthetic,1.0
P087,CALLED,P037,call_records_synthetic,1.0
P087,CALLED,P037,call_records_synthetic,1.0
P087,CALLED,P037,call_records_synthetic,1.0
P082,CALLED,P036,call_records_synthetic,1.0
P001,CALLED,P096,call_records_synthetic,1.0
P082,CALLED,P096,call_records_synthetic,1.0
P082,CALLED,P096,call_records_synthetic,1.0
P082,CALLED,P096,call_records_synthetic,1.0
P082,CALLED,P096,call_records_synthetic,1.0
P046,CALLED,P096,call_records_synthetic,1.0
P046,CALLED,P096,call_records_synthetic,1.0
P046,CALLED,P096,call_records_synthetic,1.0
P046,CALLED,P096,call_records_synthetic,1.0
P082,CALLED,P046,call_records_synthetic,1.0
P082,CALLED,P046,call_records_synthetic,1.0
P082,CALLED,P046,call_records_synthetic,1.0
P082,CALLED,P046,call_records_synthetic,1.0
P082,CALLED,P046,call_records_synthetic,1.0
P096,CALLED,P046,call_records_synthetic,1.0
P096,CALLED,P046,call_records_synthetic,1.0
P096,CALLED,P046,call_records_synthetic,1.0
P096,CALLED,P046,call_records_synthetic,1.0
P012,CALLED,P029,call_records_synthetic,1.0
P012,CALLED,P029,call_records_synthetic,1.0
P012,CALLED,P029,call_records_synthetic,1.0
P012,CALLED,P029,call_records_synthetic,1.0
P012,CALLED,P029,call_records_synthetic,1.0
P012,CALLED,P030,call_records_synthetic,1.0
P096,CALLED,P030,call_records_synthetic,1.0
P087,CALLED,P105,call_records_synthetic,1.0
P087,CALLED,P105,call_records_synthetic,1.0
P079,CALLED,P101,call_records_synthetic,1.0
P087,CALLED,P041,call_records_synthetic,1.0
P087,CALLED,P041,call_records_synthetic,1.0
P087,CALLED,P041,call_records_synthetic,1.0
P083,CALLED,P001,call_records_synthetic,1.0
P003,CALLED,P001,call_records_synthetic,1.0
P003,CALLED,P001,call_records_synthetic,1.0
P085,CALLED,P001,call_records_synthetic,1.0
P085,CALLED,P001,call_records_synthetic,1.0
P085,CALLED,P001,call_records_synthetic,1.0
P085,CALLED,P001,call_records_synthetic,1.0
P085,CALLED,P001,call_records_synthetic,1.0
P008,CALLED,P001,call_records_synthetic,1.0
P076,CALLED,P001,call_records_synthetic,1.0
P076,CALLED,P001,call_records_synthetic,1.0
P076,CALLED,P001,call_records_synthetic,1.0
P076,CALLED,P001,call_records_synthetic,1.0
P076,CALLED,P001,call_records_synthetic,1.0
P082,CALLED,P001,call_records_synthetic,1.0
P082,CALLED,P001,call_records_synthetic,1.0
P082,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P037,CALLED,P001,call_records_synthetic,1.0
P001,CALLED,P004,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P084,CALLED,P085,call_records_synthetic,1.0
P084,CALLED,P085,call_records_synthetic,1.0
P084,CALLED,P085,call_records_synthetic,1.0
P084,CALLED,P085,call_records_synthetic,1.0
P084,CALLED,P085,call_records_synthetic,1.0
P083,CALLED,P086,call_records_synthetic,1.0
P083,CALLED,P086,call_records_synthetic,1.0
P083,CALLED,P086,call_records_synthetic,1.0
P083,CALLED,P086,call_records_synthetic,1.0
P001,CALLED,P008,call_records_synthetic,1.0
P001,CALLED,P008,call_records_synthetic,1.0
P001,CALLED,P008,call_records_synthetic,1.0
P001,CALLED,P008,call_records_synthetic,1.0
P001,CALLED,P008,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P085,CALLED,P076,call_records_synthetic,1.0
P071,CALLED,P076,call_records_synthetic,1.0
P071,CALLED,P076,call_records_synthetic,1.0
P071,CALLED,P076,call_records_synthetic,1.0
P008,CALLED,P009,call_records_synthetic,1.0
P008,CALLED,P009,call_records_synthetic,1.0
P008,CALLED,P009,call_records_synthetic,1.0
P001,CALLED,P084,call_records_synthetic,1.0
P014,CALLED,P012,call_records_synthetic,1.0
P014,CALLED,P012,call_records_synthetic,1.0
P014,CALLED,P012,call_records_synthetic,1.0
P014,CALLED,P012,call_records_synthetic,1.0
P014,CALLED,P012,call_records_synthetic,1.0
P016,CALLED,P012,call_records_synthetic,1.0
P016,CALLED,P012,call_records_synthetic,1.0
P016,CALLED,P012,call_records_synthetic,1.0
P016,CALLED,P012,call_records_synthetic,1.0
P016,CALLED,P012,call_records_synthetic,1.0
P065,CALLED,P012,call_records_synthetic,1.0
P012,CALLED,P014,call_records_synthetic,1.0
P012,CALLED,P014,call_records_synthetic,1.0
P012,CALLED,P014,call_records_synthetic,1.0
P012,CALLED,P014,call_records_synthetic,1.0
P012,CALLED,P014,call_records_synthetic,1.0
P024,CALLED,P014,call_records_synthetic,1.0
P058,CALLED,P014,call_records_synthetic,1.0
P058,CALLED,P014,call_records_synthetic,1.0
P058,CALLED,P014,call_records_synthetic,1.0
P058,CALLED,P014,call_records_synthetic,1.0
P058,CALLED,P014,call_records_synthetic,1.0
P012,CALLED,P018,call_records_synthetic,1.0
P012,CALLED,P018,call_records_synthetic,1.0
P012,CALLED,P017,call_records_synthetic,1.0
P001,CALLED,P082,call_records_synthetic,1.0
P001,CALLED,P082,call_records_synthetic,1.0
P001,CALLED,P082,call_records_synthetic,1.0
P001,CALLED,P082,call_records_synthetic,1.0
P001,CALLED,P082,call_records_synthetic,1.0
P087,CALLED,P082,call_records_synthetic,1.0
P087,CALLED,P082,call_records_synthetic,1.0
P087,CALLED,P082,call_records_synthetic,1.0
P087,CALLED,P082,call_records_synthetic,1.0
P087,CALLED,P082,call_records_synthetic,1.0
P037,CALLED,P082,call_records_synthetic,1.0
P037,CALLED,P082,call_records_synthetic,1.0
P037,CALLED,P082,call_records_synthetic,1.0
P037,CALLED,P082,call_records_synthetic,1.0
P037,CALLED,P082,call_records_synthetic,1.0
P096,CALLED,P082,call_records_synthetic,1.0
P046,CALLED,P082,call_records_synthetic,1.0
P001,CALLED,P087,call_records_synthetic,1.0
P001,CALLED,P087,call_records_synthetic,1.0
P001,CALLED,P087,call_records_synthetic,1.0
P001,CALLED,P087,call_records_synthetic,1.0
P001,CALLED,P087,call_records_synthetic,1.0
P081,CALLED,P087,call_records_synthetic,1.0
P037,CALLED,P087,call_records_synthetic,1.0
P037,CALLED,P087,call_records_synthetic,1.0
P037,CALLED,P087,call_records_synthetic,1.0
P037,CALLED,P087,call_records_synthetic,1.0
P037,CALLED,P087,call_records_synthetic,1.0
P012,CALLED,P022,call_records_synthetic,1.0
P012,CALLED,P016,call_records_synthetic,1.0
P012,CALLED,P016,call_records_synthetic,1.0
P012,CALLED,P016,call_records_synthetic,1.0
P012,CALLED,P016,call_records_synthetic,1.0
P012,CALLED,P016,call_records_synthetic,1.0
P001,CALLED,P081,call_records_synthetic,1.0
P001,CALLED,P081,call_records_synthetic,1.0
P001,CALLED,P081,call_records_synthetic,1.0
P001,CALLED,P081,call_records_synthetic,1.0
P087,CALLED,P081,call_records_synthetic,1.0
P087,CALLED,P081,call_records_synthetic,1.0
P087,CALLED,P081,call_records_synthetic,1.0
P087,CALLED,P081,call_records_synthetic,1.0
P087,CALLED,P081,call_records_synthetic,1.0
P087,CALLED,P038,call_records_synthetic,1.0
P087,CALLED,P073,call_records_synthetic,1.0
P001,CALLED,P037,call_records_synthetic,1.0
P001,CALLED,P037,call_records_synthetic,1.0
P087,CALLED,P037,call_records_synthetic,1.0
P087,CALLED,P037,call_records_synthetic,1.0
P087,CALLED,P037,call_records_synthetic,1.0
P087,CALLED,P037,call_records_synthetic,1.0
P087,CALLED,P037,call_records_synthetic,1.0
P041,CALLED,P037,call_records_synthetic,1.0
P041,CALLED,P037,call_records_synthetic,1.0
P041,CALLED,P037,call_records_synthetic,1.0
P041,CALLED,P037,call_records_synthetic,1.0
P041,CALLED,P037,call_records_synthetic,1.0
P044,CALLED,P037,call_records_synthetic,1.0
P044,CALLED,P037,call_records_synthetic,1.0
P045,CALLED,P037,call_records_synthetic,1.0
P045,CALLED,P037,call_records_synthetic,1.0
P045,CALLED,P037,call_records_synthetic,1.0
P045,CALLED,P037,call_records_synthetic,1.0
P045,CALLED,P037,call_records_synthetic,1.0
P012,CALLED,P024,call_records_synthetic,1.0
P014,CALLED,P024,call_records_synthetic,1.0
